gene_id,is_de,timing_group,effect_stratum,effect_type,true_tau,true_kappa,true_delta1,true_delta2,target_abs_mean_posttau_log2fc,true_abs_mean_posttau_log2fc,true_r
gene_0733,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.955569030368935
gene_0734,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.62860346307991
gene_0735,True,middle,moderate,symmetric,0.4372494164247934,16.0,-0.5354905605384843,0.5001998751350736,1.2641181303940217,1.2641181303940217,22.938942824918865
gene_0736,True,early,strong,symmetric,0.35314627777089536,28.0,1.1531113767625585,-1.0223921273661305,2.898117256577217,2.898117256577217,35.70227930943694
gene_0737,True,late,weak,branch2_only,0.7758916594113687,12.0,0.0,0.8785103293380914,0.676020140276359,0.676020140276359,20.891775727808177
gene_0738,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.815692182061245
gene_0739,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.57789048651612
gene_0740,True,late,strong,symmetric,0.7390891410739651,12.0,1.4004606504245758,-1.1555923002159092,2.155490556536085,2.155490556536085,37.46065924550366
gene_0741,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.637006318364485
gene_0742,True,late,weak,branch1_only,0.7995976783977952,28.0,-0.7287133869126061,0.0,0.7929217951789425,0.7929217951789423,36.604118835055104
gene_0743,True,middle,weak,branch1_only,0.5440236874665721,28.0,0.40634571239844275,0.0,0.5225474321337847,0.5225474321337847,37.245289322395166
gene_0744,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.47534832826955
gene_0745,True,early,moderate,symmetric,0.24886067684025942,16.0,0.5208602083070479,-0.6110804515259929,1.4445927478989673,1.4445927478989673,39.9920854190146
gene_0746,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.353783873581865
gene_0747,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.343526098562062
gene_0748,True,middle,strong,symmetric,0.5150728385579133,16.0,0.9640220800982534,-0.7991006604877463,2.0893632230930184,2.0893632230930184,28.840564345102408
gene_0749,True,middle,moderate,branch1_only,0.46483132285254514,12.0,-0.9953602849459313,0.0,1.12670533242468,1.12670533242468,28.67387054352237
gene_0750,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.21713563059705
gene_0751,True,middle,strong,symmetric,0.49069386143279464,24.0,1.2346870014338418,-1.0949127733692958,2.9795579302786965,2.9795579302786965,23.411790391109232
gene_0752,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.44988464976237
gene_0753,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.811514362094826
gene_0754,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.536468490928407
gene_0755,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.109359683881735
gene_0756,True,late,weak,symmetric,0.647434209729202,16.0,-0.2984725729810266,0.2968683559561063,0.6488795416968595,0.6488795416968595,31.773781128714557
gene_0757,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.50200912970753
gene_0758,True,late,weak,symmetric,0.6294051844888614,16.0,0.39799490442753777,-0.4246414646567796,0.9103754918628804,0.9103754918628805,32.40711491166878
gene_0759,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.613507730548072
gene_0760,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.34692025862223
gene_0761,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.859802610612395
gene_0762,True,middle,moderate,branch1_only,0.5334745009039058,12.0,-1.341819701552191,0.0,1.4589818712059497,1.4589818712059497,35.48528442695834
gene_0763,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.63694373325055
gene_0764,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.47773695113286
gene_0765,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.84855036917336
gene_0766,True,middle,strong,symmetric,0.48262804725408887,24.0,-1.1108215090619356,1.1975720598574566,2.958320315758521,2.958320315758521,34.393434259643556
gene_0767,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.14383282869897
gene_0768,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.33304046526781
gene_0769,True,early,strong,symmetric,0.20501773321049088,12.0,1.1751092903315639,-1.2281287418802542,2.9632165655832314,2.9632165655832314,29.040513753477914
gene_0770,True,middle,weak,symmetric,0.4066739660358602,16.0,-0.40418854058639564,0.33667464088775445,0.9127308337256668,0.9127308337256668,25.20742829493952
gene_0771,True,late,strong,symmetric,0.6574873045015573,20.0,1.252277931326654,-1.213779322514945,2.8387749883943734,2.8387749883943734,33.857373927404154
gene_0772,True,late,moderate,branch1_only,0.766708556725766,12.0,1.9992506155348837,0.0,1.5776913497423295,1.5776913497423295,32.22103278721477
gene_0773,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.25674709822197
gene_0774,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.102599330580876
gene_0775,True,early,moderate,branch1_only,0.20408867317318863,12.0,-1.5692354858296018,0.0,1.9352665708176124,1.9352665708176124,24.283983566238426
gene_0776,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.84868933159894
gene_0777,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.84297338002296
gene_0778,True,early,strong,symmetric,0.37136927934156383,16.0,0.8548890759496802,-0.9618436574539043,2.2596535655721457,2.2596535655721457,25.350818596465924
gene_0779,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.81660495770056
gene_0780,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.122991159601114
gene_0781,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.580564083080855
gene_0782,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.998100346054713
gene_0783,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.25549675758529
gene_0784,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.033913015573958
gene_0785,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.670300005968095
gene_0786,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.62456146786686
gene_0787,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.7756027512474
gene_0788,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.890479823584823
gene_0789,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.706107286335353
gene_0790,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.88844137701243
gene_0791,True,middle,weak,symmetric,0.5928672644830305,16.0,-0.3166072360279047,0.30387639499981667,0.7050470241253728,0.7050470241253727,33.4070683853451
gene_0792,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.86865649541759
gene_0793,True,middle,weak,symmetric,0.5513382987309151,16.0,-0.40009004654031,0.411474695204909,0.9449464266002215,0.9449464266002217,21.89573077152646
gene_0794,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.331609683958227
gene_0795,True,middle,weak,symmetric,0.5045850683517124,20.0,0.29117699030859095,-0.3456706354496058,0.7901991116243392,0.7901991116243392,26.500143470045124
gene_0796,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.56427750567249
gene_0797,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.513186334262784
gene_0798,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.595728610983983
gene_0799,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.364857706739574
gene_0800,True,early,weak,symmetric,0.34737922211815564,28.0,0.22024409754191157,-0.2237018769529273,0.591839525621399,0.591839525621399,36.441543296622555
gene_0801,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.482149991755808
gene_0802,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.99280750827994
gene_0803,True,middle,moderate,symmetric,0.49131912597649946,16.0,0.7971844986751945,-0.769673497131898,1.8755525768118242,1.8755525768118242,38.719452815233424
gene_0804,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.35976428654013
gene_0805,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.80619378091465
gene_0806,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.427248563067618
gene_0807,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.322434067174825
gene_0808,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.40089826550755
gene_0809,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.364902409015155
gene_0810,True,middle,weak,branch2_only,0.4676070316408406,24.0,0.0,-0.5501362166527936,0.7075254112971681,0.707525411297168,23.442035938692936
gene_0811,True,middle,weak,symmetric,0.42061075373481027,16.0,0.35298161359642,-0.33856093773223156,0.8484695243002796,0.8484695243002796,24.052189889616844
gene_0812,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.39981003234366
gene_0813,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.360413908933175
gene_0814,True,early,strong,symmetric,0.2169027123593991,12.0,1.179733891772486,-1.068049627146805,2.764397900992062,2.7643979009920607,27.09609275088739
gene_0815,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.21872548823444
gene_0816,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.183586918668325
gene_0817,True,late,strong,branch2_only,0.7883429861506042,24.0,0.0,1.9216004567540936,2.0224245027451024,2.0224245027451024,24.97044632139894
gene_0818,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.021764301347226
gene_0819,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.619656298233245
gene_0820,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.353029407646694
gene_0821,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.840199084663325
gene_0822,True,early,moderate,branch2_only,0.3653473425182,16.0,0.0,-1.0916509952538973,1.359854023357311,1.359854023357311,36.08631614884405
gene_0823,True,middle,moderate,symmetric,0.5492766152913436,16.0,-0.6907285427446698,0.5942599312359964,1.4978007410965524,1.497800741096552,25.272373526417297
gene_0824,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.04089140513918
gene_0825,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.385918724914745
gene_0826,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.362948785492655
gene_0827,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.240682733534406
gene_0828,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.135666722418147
gene_0829,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.07484020279696
gene_0830,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.47820193652959
gene_0831,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.64431032124837
gene_0832,True,early,strong,symmetric,0.2943619920389849,12.0,1.312657047172857,-1.1176956760431804,2.9322737382205477,2.9322737382205473,35.261016269295936
gene_0833,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.432885338881228
gene_0834,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.22137331615622
gene_0835,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.11614912655594
gene_0836,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.943021347733946
gene_0837,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.418724561156232
gene_0838,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.767168466737903
gene_0839,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.832533483336903
gene_0840,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.786939442154022
gene_0841,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.720100998503824
gene_0842,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.49940448682703
gene_0843,True,late,moderate,symmetric,0.6947225436080894,12.0,-0.6017023076867114,0.547948892732493,1.0538499048805927,1.0538499048805925,27.682105444015058
gene_0844,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.962493413255377
gene_0845,True,middle,strong,symmetric,0.5775719539119105,12.0,1.2443728432086163,-1.5195635323629373,2.9067989818890974,2.9067989818890974,29.5876277090364
gene_0846,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.53797105790033
gene_0847,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.92651927145835
gene_0848,True,late,strong,symmetric,0.6489011198620948,20.0,1.1731569452328339,-1.2837494766843234,2.845585253528923,2.8455852535289226,24.723272676391304
gene_0849,True,early,strong,symmetric,0.21558678652222776,28.0,1.176802248669019,-0.9630289391647535,2.8919827039399015,2.891982703939902,21.258122422591256
gene_0850,True,middle,moderate,symmetric,0.4920514952466382,12.0,-0.5237830583622454,0.560860672166859,1.2100352356825466,1.2100352356825466,24.376443040426174
gene_0851,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.88640553521388
gene_0852,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.363727008451377
gene_0853,True,early,weak,symmetric,0.25795792248446386,16.0,0.29247336556820935,-0.2448463119397771,0.6846365342797796,0.6846365342797796,33.6935527485806
gene_0854,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.88666345009773
gene_0855,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.308030899155646
gene_0856,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.217664251194307
gene_0857,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.009140305074197
gene_0858,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.899253552847966
gene_0859,True,late,weak,branch2_only,0.772372776587871,16.0,0.0,0.8200967784367701,0.7495850787588005,0.7495850787588005,35.32340490093581
gene_0860,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.545417603483095
gene_0861,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.12040847997042
gene_0862,True,late,moderate,branch2_only,0.7115673940760617,24.0,0.0,1.1436514139340537,1.3199400730310782,1.3199400730310782,27.068945107898607
gene_0863,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.68292487300031
gene_0864,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.06185680360676
gene_0865,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.9634166750441
gene_0866,True,middle,strong,symmetric,0.5432337221365087,16.0,-1.1553963455139502,0.9573020295255449,2.470276438966447,2.470276438966447,29.044911155994956
gene_0867,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.91885563121774
gene_0868,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.629094744140616
gene_0869,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.023995857191686
gene_0870,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.09531291572911
gene_0871,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.266540650852427
gene_0872,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.18525248350303
gene_0873,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.11876180403428
gene_0874,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.19952056625474
gene_0875,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.13240983526798
gene_0876,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.31582280052968
gene_0877,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.456443086378762
gene_0878,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.86006611684668
gene_0879,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.077218250888716
gene_0880,True,late,weak,symmetric,0.7522847137422471,20.0,-0.27653479162352546,0.24159068554993043,0.5404408721491087,0.5404408721491087,35.54660263129431
gene_0881,True,late,weak,symmetric,0.7966810105878279,20.0,-0.29464856463852934,0.3180900480846746,0.5900013051711754,0.5900013051711755,39.732677551475774
gene_0882,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.939067017318067
gene_0883,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.5739730385379
gene_0884,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.47853705292977
gene_0885,True,early,moderate,symmetric,0.2892100657264691,24.0,-0.7225165263957927,0.6731881585042396,1.8497971231220807,1.8497971231220809,30.602364501388635
gene_0886,True,early,strong,symmetric,0.23937962527776946,12.0,-1.1456538728535688,1.0074561500542707,2.6344464678393593,2.634446467839359,28.61334701099016
gene_0887,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.831942659451265
gene_0888,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.58753769748846
gene_0889,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.441575295200536
gene_0890,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.851493523464264
gene_0891,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.786480024384673
gene_0892,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.474932656392312
gene_0893,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.04025676063182
gene_0894,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.589760238198526
gene_0895,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.38611177638778
gene_0896,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.935389332147157
gene_0897,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.8005026872328
gene_0898,True,middle,weak,symmetric,0.4658585502399777,28.0,-0.2616561241824964,0.2155917545425151,0.6246589667992533,0.6246589667992533,35.26892897115222
gene_0899,True,early,moderate,symmetric,0.31495285507071036,12.0,0.5686886063688341,-0.6916041230081063,1.5116541350904997,1.5116541350904997,28.213735087235264
gene_0900,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.437068019498227
gene_0901,True,late,weak,symmetric,0.7788644240871181,20.0,-0.2802178607775116,0.27758557387463956,0.5568223756463058,0.5568223756463059,37.825211225252104
gene_0902,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.781325884341516
gene_0903,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.37604264069443
gene_0904,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.51935173112826
gene_0905,True,middle,moderate,symmetric,0.5663545390181431,12.0,0.7506124742774329,-0.7258156810047236,1.5670281859826702,1.5670281859826702,24.344013129028614
gene_0906,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.079629947556
gene_0907,True,early,strong,symmetric,0.3003337631239039,20.0,-0.8461110889489686,1.0105577626442932,2.4130829560567437,2.4130829560567433,20.60929267215871
gene_0908,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.11306170610108
gene_0909,True,early,weak,branch2_only,0.32945027031371765,24.0,0.0,-0.5783685273624483,0.7624749078053448,0.7624749078053449,24.470511362845787
gene_0910,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.69130817703027
gene_0911,True,late,strong,branch2_only,0.7515350972709451,12.0,0.0,-2.703441896584427,2.216193404988961,2.216193404988961,23.291831724445533
gene_0912,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.815048929538555
gene_0913,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.21982502364084
gene_0914,True,middle,strong,symmetric,0.5992336481675431,24.0,1.0944615630592642,-1.3328157710637105,2.9970104220420826,2.997010422042082,39.804559384981715
gene_0915,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.37853366539913
gene_0916,True,early,weak,symmetric,0.3795811308139682,28.0,0.21988910513705376,-0.22506312953874238,0.5906557952385163,0.5906557952385163,22.451607506893687
gene_0917,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.025036222369586
gene_0918,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.5454453259034
gene_0919,True,early,moderate,symmetric,0.33125764795311585,20.0,0.6586305674358879,-0.7907197510074624,1.8741243328998003,1.8741243328998,30.599175243322154
gene_0920,True,early,weak,symmetric,0.34692765148293103,16.0,0.3209201856818123,-0.2775090327662942,0.7487761608179537,0.7487761608179536,23.75438185897049
gene_0921,True,middle,weak,symmetric,0.5823920635016218,20.0,-0.2952902940046649,0.2626114447193298,0.6713043557518259,0.6713043557518257,21.647399764935663
gene_0922,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.49217391151559
gene_0923,True,early,strong,branch2_only,0.3643636610979034,12.0,0.0,1.9405929247411406,2.2911183806500417,2.2911183806500417,39.264550936441395
gene_0924,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.68782634323347
gene_0925,True,late,weak,symmetric,0.6274906754585545,16.0,0.3693918553565469,-0.31656129996171173,0.760272040967749,0.7602720409677489,37.26927837423455
gene_0926,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.776188330363084
gene_0927,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.58238917617473
gene_0928,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.644501011069924
gene_0929,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.95075265167406
gene_0930,True,middle,strong,symmetric,0.4174106463863184,16.0,-0.7764987842244442,0.9379979403674823,2.1055840963654973,2.1055840963654973,30.446758047865117
gene_0931,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.20253937265187
gene_0932,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.969661509618156
gene_0933,True,early,moderate,symmetric,0.35759612150208875,20.0,0.39632305970675197,-0.4393666790364631,1.0754921702888147,1.0754921702888147,30.31538950575341
gene_0934,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.99309273364344
gene_0935,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.436174785436343
gene_0936,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.661555867143743
gene_0937,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.51084352603658
gene_0938,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.735464352781015
gene_0939,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.872746768125914
gene_0940,True,early,strong,symmetric,0.25477414652672653,28.0,0.9901890855911617,-1.0570674735721046,2.7570788857089648,2.7570788857089648,25.200122316859236
gene_0941,True,early,moderate,symmetric,0.33742370752498685,16.0,-0.4649905239075074,0.42554877169436905,1.1167178195992273,1.1167178195992273,37.87435728082042
gene_0942,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.020342236968403
gene_0943,True,late,strong,branch1_only,0.6944241629399722,20.0,-2.534320729934216,0.0,2.829448734065918,2.829448734065918,22.307043215912827
gene_0944,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.40637009321584
gene_0945,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.80876544927256
gene_0946,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.2530241623054
gene_0947,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.683416998401515
gene_0948,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.417794244545036
gene_0949,True,early,strong,symmetric,0.27819129320725794,20.0,-0.8600330351974232,0.9696207732909079,2.385988829977732,2.385988829977732,36.240505957669356
gene_0950,True,middle,strong,branch2_only,0.5263153734866675,12.0,0.0,2.3030500314304305,2.5161550773452577,2.5161550773452577,21.424834472671346
gene_0951,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.59597326519598
gene_0952,True,middle,strong,symmetric,0.5197043437577354,20.0,0.8229113055386673,-0.9423501252131731,2.1791292160395614,2.1791292160395614,28.39745726596719
gene_0953,True,late,moderate,symmetric,0.7014858929515847,24.0,0.9151922293629637,-0.8011137739289371,1.99744080406231,1.9974408040623097,37.07844886051151
gene_0954,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.27306193998147
gene_0955,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.366280769159747
gene_0956,True,late,weak,symmetric,0.6507150160824656,24.0,0.2772991020959202,-0.285942827324092,0.6782220026483128,0.6782220026483128,25.812615445511753
gene_0957,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.213620734063134
gene_0958,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.43715600821688
gene_0959,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.96409600621021
gene_0960,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.009998037941926
gene_0961,True,early,weak,branch1_only,0.37683437932353964,20.0,-0.5041293946385367,0.0,0.6463687484092038,0.6463687484092039,37.88813243585532
gene_0962,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.31609250172578
gene_0963,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.192930589821216
gene_0964,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.586904404120865
gene_0965,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.89358035787665
gene_0966,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.20244022291448
gene_0967,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.04343304102052
gene_0968,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.652114575388516
gene_0969,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.995911512339053
gene_0970,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.66122104011918
gene_0971,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.32253902534562
gene_0972,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.18800313261315
gene_0973,True,early,strong,branch2_only,0.30769620883853566,24.0,0.0,-1.661253544901965,2.1965461052622977,2.1965461052622977,25.937689952483254
gene_0974,True,early,strong,symmetric,0.24871823246952918,28.0,1.0786350692330584,-0.9311923666849592,2.7082231042211755,2.7082231042211755,39.912742713438504
gene_0975,True,late,moderate,symmetric,0.7736680033253566,24.0,0.8895476626435088,-0.7740094185471782,1.7913019841685345,1.7913019841685345,31.26820029396484
gene_0976,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.58807297706616
gene_0977,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.05394314542892
